"","actor.followersCount","actor.friendsCount","actor.languages","actor.link","actor.preferredUsername","actor.statusesCount","body","generator.displayName","lat","lon","gnip.klout_score","inReplyTo.link","link","object.actor.displayName","object.actor.followersCount","object.actor.preferredUsername","object.actor.statusesCount","object.twitter_entities.hashtags.text","postedTime","day","hour","min","sec","comboTime","retweetCount","twitter_entities.hashtags.text","twitter_entities.user_mentions.screen_name","verb"
"78596",573,510,"en","http://www.twitter.com/ashleyhdesign","ashleyhdesign","16162","The hood of the corvette blew off, over the mazda and hit the house. #firstworldproblems #sandy @ Aerochick http://t.co/66seET4y","Instagram","42.55449918","-71.165916","55","","http://twitter.com/ashleyhdesign/statuses/263025340652339200","","","","","","2012-10-29T21:11:42.000Z",29,21,11,42,"10-29 21:11","0","firstworldproblems,sandy","","post"
"70812",361,240,"en","http://www.twitter.com/sommer_telford","sommer_telford","6572","I'm well aware I have no life. #ihateyousandy http://t.co/2f1U5pJC","Twitter for Android","36.6966442","-75.9250641","36","","http://twitter.com/sommer_telford/statuses/263000064472006656","","","","","","2012-10-29T19:31:17.000Z",29,19,31,17,"10-29 19:31","","ihateyousandy","","post"
"77238",180,355,"es","http://www.twitter.com/casildaloz","casildaloz","2788","Huracan Sandy ya me estas tocando las pelotas","Twitter for iPhone","42.41315061","-71.43434539","35","","http://twitter.com/casildaloz/statuses/263021192724750337","","","","","","2012-10-29T20:55:13.000Z",29,20,55,13,"10-29 20:55","","","","post"
"35005",706,1369,"en","http://www.twitter.com/iDesire_Love","iDesire_Love","19368","?@BeautiFULLBella: Charging all my stuff incase sandy wanna be smart And take out my power. :/?","Twitter for iPhone","39.94906301","-75.24520663","49","","http://twitter.com/iDesire_Love/statuses/262716484948729856","","","","","","2012-10-29T00:44:25.000Z",29,0,44,25,"10-29 00:44","0","","BeautiFULLBella","post"
"84495",624,534,"en","http://www.twitter.com/Kickslovefoodxo","Kickslovefoodxo","17600","Sandy wanna keep interrupting my shows &amp; shit.","Twitter for iPhone","40.73486725","-74.05580495","41","","http://twitter.com/Kickslovefoodxo/statuses/263042083428896768","","","","","","2012-10-29T22:18:14.000Z",29,22,18,14,"10-29 22:18","0","","","post"
"119024",385,115,"en","http://www.twitter.com/PamBuschiazzo","PamBuschiazzo","15272","""RT @CNNEE: #Sandy deja al menos 13 muertos y cerca de 6,5 millones de personas sin luz en EE.UU. http://t.co/Yn4UfCUo""","Twitter for Android","26.2755759","-80.2454024","53","","http://twitter.com/PamBuschiazzo/statuses/263217504137138178","","","","","","2012-10-30T09:55:17.000Z",30,9,55,17,"10-30 09:55","0","Sandy","CNNEE","post"
"74688",206,239,"en","http://www.twitter.com/_EmmaGordon","_EmmaGordon","1382","I figured I should tweet about #sandy too because everyone else is","Twitter for iPhone","36.07859216","-79.82245393","39","","http://twitter.com/_EmmaGordon/statuses/263012997260267521","","","","","","2012-10-29T20:22:39.000Z",29,20,22,39,"10-29 20:22","0","sandy","","post"
"156709",701,1001,"en","http://www.twitter.com/ArthurSilverFox","ArthurSilverFox","13187","@TidalWolf steal dealing with #sandy","Twitter for Android","40.0882505","-74.1746015","43","http://twitter.com/TidalWolf/statuses/263695100524244994","http://twitter.com/ArthurSilverFox/statuses/263695352417353728","","","","","","2012-10-31T17:34:05.000Z",31,17,34,5,"10-31 17:34","","sandy","TidalWolf","post"
"42461",163,179,"en","http://www.twitter.com/jlcalderin","jlcalderin","2308","Sistaaaa sleepover #thankssandy #duckfaces http://t.co/PLRckaGs","Twitter for iPhone","41.45709664","-74.14873975","","","http://twitter.com/jlcalderin/statuses/262774851884949504","","","","","","2012-10-29T04:36:21.000Z",29,4,36,21,"10-29 04:36","0","thankssandy,duckfaces","","post"
"75127",14,89,"en","http://www.twitter.com/givilishous","givilishous","434","Sandy","Twitter for iPhone","39.95539674","-75.24227352","13","","http://twitter.com/givilishous/statuses/263014439404589057","","","","","","2012-10-29T20:28:23.000Z",29,20,28,23,"10-29 20:28","","","","post"
"65736",61,185,"en","http://www.twitter.com/Sasha_Kabrams","Sasha_Kabrams","508","I'm getting pretty scared watching the trees blow back and forth #whyismybackyardanaturecenter #flatrockbrook #hurricanesandy","Twitter for iPhone","40.87758439","-73.96066577","25","","http://twitter.com/Sasha_Kabrams/statuses/262982058794696704","","","","","","2012-10-29T18:19:43.000Z",29,18,19,43,"10-29 18:19","","whyismybackyardanaturecenter,flatrockbrook","","post"
"110826",525,922,"en","http://www.twitter.com/NeilAnthonyLive","NeilAnthonyLive","5662","Watch ""Hurricane Sandy Con Edison Power Plant Transformer Explosion Caught On Tape NY ""Raw Video"""" on YouTube - http://t.co/xsaUjjDF","TweetCaster for Android","44.4127123","-79.7036775","47","","http://twitter.com/NeilAnthonyLive/statuses/263125595028877312","","","","","","2012-10-30T03:50:05.000Z",30,3,50,5,"10-30 03:50","","","","post"
"137027",45,147,"en","http://www.twitter.com/MikeMcSizzle","MikeMcSizzle","2205","#HurricaneSandy left my #shocker alittle dirty, but luckily that's the least of it. i got power and w @ home http://t.co/qkouMdRK","Instagram","40.6110792","-74.152981","23","","http://twitter.com/MikeMcSizzle/statuses/263365018937073666","","","","","","2012-10-30T19:41:28.000Z",30,19,41,28,"10-30 19:41","","HurricaneSandy,shocker","","post"
"83595",86,114,"en","http://www.twitter.com/ang_oliveri","ang_oliveri","5679","""@hurricannesandy: OPPA HURRICANE STYLE."" @c_sanfelippo @r0ey0urb0at @LaurenParrelli","Twitter for BlackBerry?","41.5148","-74.01402","32","","http://twitter.com/ang_oliveri/statuses/263039932409470977","","","","","","2012-10-29T22:09:41.000Z",29,22,9,41,"10-29 22:09","","","hurricannesandy,c_sanfelippo","post"
"55602",2592,1532,"en","http://www.twitter.com/Lefeefz","Lefeefz","52927","I cannot be in this house for 2 days straight sandy got me fucked up","Twitter for iPhone","38.84960407","-77.65197877","45","","http://twitter.com/Lefeefz/statuses/262940805885476865","","","","","","2012-10-29T15:35:47.000Z",29,15,35,47,"10-29 15:35","0","","","post"
"107971",535,419,"en","http://www.twitter.com/Mr_Swaveyyy","Mr_Swaveyyy","16051","Hopefully @_DJLane kept his Toupee at his dorm! You know hurricane sandy gone blow is scalp off nshit","Twitter for iPhone","33.00552028","-96.99965567","41","","http://twitter.com/Mr_Swaveyyy/statuses/263113662326263808","","","","","","2012-10-30T03:02:40.000Z",30,3,2,40,"10-30 03:02","0","","_DJLane","post"
"49340",117,461,"en","http://www.twitter.com/Queen_Heleen","Queen_Heleen","478","#rainyday #sandy #rain #hurricane  @ Ciccoli de la Villa http://t.co/YBrn4Tqy","Instagram","40.11221695","-75.38259888","24","","http://twitter.com/Queen_Heleen/statuses/262907126702280704","","","","","","2012-10-29T13:21:58.000Z",29,13,21,58,"10-29 13:21","","rainyday,sandy","","post"
"171112",1129,917,"en","http://www.twitter.com/JHerbertArtist","JHerbertArtist","16453","How old was this beauty? #sandy http://t.co/Sxke7HN1","Photos on iOS","40.685226","-73.999873","51","","http://twitter.com/JHerbertArtist/statuses/264213801459654656","","","","","","2012-11-02T03:54:14.000Z",2,3,54,14,"11-02 03:54","0","sandy","","post"
"155355",74,257,"en","http://www.twitter.com/rashafiona1","rashafiona1","530","@cheycarp tell my girl sandy I say what's up","Twitter for Android","34.15615317","-118.4246056","32","http://twitter.com/cheycarp/statuses/263664979130068992","http://twitter.com/rashafiona1/statuses/263667175515123712","","","","","","2012-10-31T15:42:08.000Z",31,15,42,8,"10-31 15:42","","","cheycarp","post"
"54696",409,633,"en","http://www.twitter.com/echay","echay","4484","Feels good to sleep in for once. Thanks sandy","Twitter for iPhone","42.14137012","-71.50289834","44","","http://twitter.com/echay/statuses/262936626383163393","","","","","","2012-10-29T15:19:11.000Z",29,15,19,11,"10-29 15:19","","","","post"
"18629",707,292,"en","http://www.twitter.com/Tbaumannn","Tbaumannn","37975","Jess just told riah that sandy needs to come sweep her away. ??","Twitter for iPhone","42.08367877","-76.79673292","44","","http://twitter.com/Tbaumannn/statuses/262579514993963009","","","","","","2012-10-28T15:40:09.000Z",28,15,40,9,"10-28 15:40","0","","","post"
"167523",6802,61,"en","http://www.twitter.com/manovich","","1479","?@medialab: hackers to help victims of Hurricane #Sandy #HurricaneHackers (@BostInno) http://t.co/nynoyqq4? - real ""digital humanities""","Twitter for iPhone","32.950095","-117.2333896","67","","http://twitter.com/manovich/statuses/264094299979915264","","","","","","2012-11-01T19:59:22.000Z",1,19,59,22,"11-01 19:59","0","Sandy,HurricaneHackers","medialab,BostInno","post"
"123500",74,123,"en","http://www.twitter.com/aniceberg","aniceberg","1960","A blessing in disguise? ?@guardian: Superstorm Sandy knocks out Gawker and Huffington Post http://t.co/1NYIcqDC?","Twitter for iPhone","40.6008095","-73.96499293","","","http://twitter.com/aniceberg/statuses/263263530424344576","","","","","","2012-10-30T12:58:11.000Z",30,12,58,11,"10-30 12:58","0","","guardian","post"
"156776",7,26,"en","http://www.twitter.com/pescipoker","pescipoker","17","Getting ready to see our son in his Halloween parade...then classroom party...spent the entire morning redecorating our house- thanks Sandy.","Twitter for Android","39.4408175","-76.6323017","14","","http://twitter.com/pescipoker/statuses/263696977248804864","","","","","","2012-10-31T17:40:33.000Z",31,17,40,33,"10-31 17:40","","","","post"
"139457",5,35,"en","http://www.twitter.com/frogger313","frogger313","60","Photos: Superstorm Slams East - http://t.co/jeoNpHy5 http://t.co/1rUHjWFD via @weatherchannel","Twitter for Android","49.26183492","-123.0998862","15","","http://twitter.com/frogger313/statuses/263387656510124032","","","","","","2012-10-30T21:11:25.000Z",30,21,11,25,"10-30 21:11","","","weatherchannel","post"
"55538",79,117,"en","http://www.twitter.com/matthewjlum","matthewjlum","621","I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 2545 others http://t.co/yYqv819s","foursquare","40.78470082","-73.78692627","44","","http://twitter.com/matthewjlum/statuses/262940440783900673","","","","","","2012-10-29T15:34:20.000Z",29,15,34,20,"10-29 15:34","","","","post"
"57451",139,124,"en","http://www.twitter.com/TheBeshaw","TheBeshaw","1272","Who wants to jump sandy with me?","Twitter for Android","41.8209512","-71.8819351","40","","http://twitter.com/TheBeshaw/statuses/262948582091526144","","","","","","2012-10-29T16:06:41.000Z",29,16,6,41,"10-29 16:06","","","","post"
"11195",255,872,"en","http://www.twitter.com/mdooling","mdooling","5532","Um... Wow. Look at these joining. RT @wunderground: Take a look at the visible satellite to see how massive #Sandy is. http://t.co/5FYbO717","TweetCaster for Android","33.0455869","-97.0681139","","","http://twitter.com/mdooling/statuses/262256931635339264","","","","","","2012-10-27T18:18:19.000Z",27,18,18,19,"10-27 18:18","0","Sandy","wunderground","post"
"56704",142,613,"en","http://www.twitter.com/BlondeBombKels","BlondeBombKels","8323","I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @cherryred23 http://t.co/4fWbA8Qi","foursquare","40.78470082","-73.78692627","44","","http://twitter.com/BlondeBombKels/statuses/262945525991608320","","","","","","2012-10-29T15:54:33.000Z",29,15,54,33,"10-29 15:54","0","","CherryRed23","post"
"103408",55,151,"en","http://www.twitter.com/Abraham_49","Abraham_49","2717","Damn hurricane sandy is crazy","Twitter for iPhone","33.9270926","-118.1486998","34","","http://twitter.com/Abraham_49/statuses/263096411824992257","","","","","","2012-10-30T01:54:07.000Z",30,1,54,7,"10-30 01:54","","","","post"
"74324",221,99,"en","http://www.twitter.com/B_Sawers","B_Sawers","15583","Sandy needs to blow HHS down or I will because its only Monday and I've already had my fill for this week","Twitter for iPhone","42.71436366","-78.83132716","35","","http://twitter.com/B_Sawers/statuses/263011796649115648","","","","","","2012-10-29T20:17:53.000Z",29,20,17,53,"10-29 20:17","","","","post"
"43211",122,484,"en","http://www.twitter.com/faithomatic","faithomatic","1469","Hurricane Sandy live updates site: http://t.co/FYGIi7bG","Twitter for Android","43.6526573","-79.4561855","43","","http://twitter.com/faithomatic/statuses/262785136939126785","","","","","","2012-10-29T05:17:13.000Z",29,5,17,13,"10-29 05:17","0","","","post"
"1737",115,145,"en","http://www.twitter.com/Error305","Error305","4463","Not a good day to shot... The #weather is not cooperating... Too #windy #hurricanesandy @ Pace Park Dog Walk http://t.co/BD3CVxpB","Instagram","25.79507105","-80.18695593","33","","http://twitter.com/Error305/statuses/261543054874390528","","","","","","2012-10-25T19:01:38.000Z",25,19,1,38,"10-25 19:01","0","weather,windy","","post"
"20161",38,117,"en","http://www.twitter.com/nicholewhatley","nicholewhatley","679","Folks are taking HURRICAN SANDY SERIOUSLY at shoprite in elizabeth, nj..the parking lot is almost completely full..never seen it this full..","Twitter for Android","40.6659414","-74.237449","33","","http://twitter.com/nicholewhatley/statuses/262595978169815040","","","","","","2012-10-28T16:45:34.000Z",28,16,45,34,"10-28 16:45","","","","post"
"64275",204,96,"en","http://www.twitter.com/Zoey_Ramone","Zoey_Ramone","1297","Sandy is a cunt and she owes me money","Twitter for iPhone","40.72411574","-74.04344146","44","","http://twitter.com/Zoey_Ramone/statuses/262976517842292736","","","","","","2012-10-29T17:57:42.000Z",29,17,57,42,"10-29 17:57","","","","post"
"94781",225,373,"en","http://www.twitter.com/Pablo_Barraza","Pablo_Barraza","6858","Queda 1 mes y nos vamos a la mierda! #Sandy esta vez no nos hara reir!","Twitter for iPhone","-33.44513393","-70.66144851","38","","http://twitter.com/Pablo_Barraza/statuses/263068668546662401","","","","","","2012-10-30T00:03:52.000Z",30,0,3,52,"10-30 00:03","0","Sandy","","post"
"29665",186,136,"en","http://www.twitter.com/keithkandel","keithkandel","5517","If you're not consuming adult beverages in preparation of Hurricane Sandy your priorities are very mixed up","Twitter for iPhone","42.26830695","-71.81021923","","","http://twitter.com/keithkandel/statuses/262677778892210177","","","","","","2012-10-28T22:10:37.000Z",28,22,10,37,"10-28 22:10","0","","","post"
"134136",56,154,"en","http://www.twitter.com/kaydtastic","kaydtastic","8303","?? #nyc #newyork #newyorkcity #manhattan #sandy #uws @ Central Park West - W 88th St http://t.co/euJSoHRb","Instagram","40.78648797","-73.96828651","37","","http://twitter.com/kaydtastic/statuses/263338643572273153","","","","","","2012-10-30T17:56:39.000Z",30,17,56,39,"10-30 17:56","0","nyc,newyork","","post"
"117562",26,64,"en","http://www.twitter.com/Thukson","Thukson","319","Lets hope everyone is safe and that Hurricane Sandy does no real damage.","Twitter for BlackBerry?","6.4352","3.35239","","","http://twitter.com/Thukson/statuses/263189487834775552","","","","","","2012-10-30T08:03:58.000Z",30,8,3,58,"10-30 08:03","","","","post"
"164733",1061,647,"en","http://www.twitter.com/iTravelandDine","iTravelandDine","7274","@epan11 I haven't seen any of the devastation at the Jersey Shore. Ground zero for Sandy. Horrendous.","Twitter for iPhone","40.63398269","-74.91403325","66","http://twitter.com/epan11/statuses/263995205928230912","http://twitter.com/iTravelandDine/statuses/263995580882239488","","","","","","2012-11-01T13:27:05.000Z",1,13,27,5,"11-01 13:27","","","epan11","post"
"81930",449,369,"fr","http://www.twitter.com/Britmille64","Britmille64","23638","On en est o? de l'ouragan?? #sandy","Twitter for iPhone","43.61859845","1.35779355","45","","http://twitter.com/Britmille64/statuses/263035481082720256","","","","","","2012-10-29T21:52:00.000Z",29,21,52,0,"10-29 21:52","0","sandy","","post"
"82031",55,185,"en","http://www.twitter.com/Jocapic","Jocapic","2961","Concr?tement ? quoi ?a sert un live de Sandy? Revenez nous voir avec un nombre de mort, le reste on s'en branle...","Twitter for Android","48.55144189","7.76279097","25","","http://twitter.com/Jocapic/statuses/263035749472018432","","","","","","2012-10-29T21:53:04.000Z",29,21,53,4,"10-29 21:53","0","","","post"
